source,target,source label,label,predicate_type,predicate uri
224,21483,chocolate (for cooking),whole- shape achieved by forming,has quality,
224,21456,chocolate (for cooking),fully heat-treated,has quality,
224,21465,chocolate (for cooking),seed- skin removed- germ present,derives from,
224,7886,chocolate (for cooking),microbial/enzymatic modification process,formed as a result of,
224,10001,chocolate (for cooking),curing or aging process,formed as a result of,
225,21456,bacon fat (cooked),fully heat-treated,has quality,
225,484,bacon fat (cooked),fat or oil,derives from,
226,21486,pear juice (concentrated- acid-reduced),liquid- high viscosity- with no visible particles,has quality,
226,21473,pear juice (concentrated- acid-reduced),fruit- peel present- core- pit or seed present,derives from,
226,21467,pear juice (concentrated- acid-reduced),water removal process,formed as a result of,
226,21545,pear juice (concentrated- acid-reduced),acid reduction process,formed as a result of,
227,21483,candy mix,whole- shape achieved by forming,has quality,
227,21456,candy mix,fully heat-treated,has quality,
227,7427,candy mix,sugar,derives from,
227,21546,candy mix,ingredient added (TO BE REVISED),has substance added,
227,21481,candy mix,flavoring- spice or herb added,has substance added,
228,21458,brazilian corvina (raw),solid,has quality,
228,21462,brazilian corvina (raw),not heat-treated,has quality,
228,18205,brazilian corvina (raw),skeletal meat part,derives from,
231,21458,pollock (raw),solid,has quality,
231,21462,pollock (raw),not heat-treated,has quality,
231,18205,pollock (raw),skeletal meat part,derives from,
232,21483,beverage tablet,whole- shape achieved by forming,has quality,
232,12926,beverage tablet,beverage base- dry,has quality,
232,21467,beverage tablet,water removal process,formed as a result of,
232,21468,beverage tablet,preservation by dehydration or drying,formed as a result of,
232,21470,beverage tablet,flavoring or taste ingredient added,has substance added,
234,21458,flounder (frozen),solid,has quality,
234,18205,flounder (frozen),skeletal meat part,derives from,
234,21476,flounder (frozen),preservation by freezing,formed as a result of,
239,9719,beverage (fruit-flavored),food (liquid),has quality,
239,21470,beverage (fruit-flavored),flavoring or taste ingredient added,has substance added,
244,21458,butter and honey bread,solid,has quality,
244,21456,butter and honey bread,fully heat-treated,has quality,
244,21530,butter and honey bread,seed- skin removed- germ removed (endosperm),derives from,
244,5366,butter and honey bread,carbohydrate fermentation process,formed as a result of,
244,21547,butter and honey bread,honey added,has substance added,
244,21548,butter and honey bread,butter added,has substance added,
245,21458,fish (dried),solid,has quality,
245,18205,fish (dried),skeletal meat part,derives from,
245,21467,fish (dried),water removal process,formed as a result of,
245,21468,fish (dried),preservation by dehydration or drying,formed as a result of,
246,21458,fruit (freeze-dried),solid,has quality,
246,21479,fruit (freeze-dried),fruit part,derives from,
246,21467,fruit (freeze-dried),water removal process,formed as a result of,
246,6442,fruit (freeze-dried),freeze-drying,formed as a result of,
247,484,vegetable oil topping mix (food product),fat or oil,derives from,
250,14683,soft drink base (naturally and artificially sweetened- dry),finely ground,has quality,
250,12926,soft drink base (naturally and artificially sweetened- dry),beverage base- dry,has quality,
250,21467,soft drink base (naturally and artificially sweetened- dry),water removal process,formed as a result of,
250,21468,soft drink base (naturally and artificially sweetened- dry),preservation by dehydration or drying,formed as a result of,
250,21469,soft drink base (naturally and artificially sweetened- dry),nonnutritive sweetener added,has substance added,
250,21470,soft drink base (naturally and artificially sweetened- dry),flavoring or taste ingredient added,has substance added,
250,21487,soft drink base (naturally and artificially sweetened- dry),sugar or sugar syrup added,has substance added,
253,21549,horseradish (grated),disintegrated or ground,has quality,
253,10108,horseradish (grated),root- tuber or bulb- without peel,derives from,
257,21458,crabmeat (processed),solid,has quality,
257,18315,crabmeat (processed),skeletal meat part- without bone or shell,derives from,
259,21464,crayfish (raw),whole- natural shape,has quality,
259,21462,crayfish (raw),not heat-treated,has quality,
259,21508,crayfish (raw),whole animal or most parts used,derives from,
263,21458,chocolate liquor,solid,has quality,
263,21456,chocolate liquor,fully heat-treated,has quality,
263,21465,chocolate liquor,seed- skin removed- germ present,derives from,
263,7886,chocolate liquor,microbial/enzymatic modification process,formed as a result of,
263,10001,chocolate liquor,curing or aging process,formed as a result of,
264,21549,spice grains (food product),disintegrated or ground,has quality,
264,21456,spice grains (food product),fully heat-treated,has quality,
264,21520,spice grains (food product),extract- concentrate or isolate of plant or animal,derives from,
264,21467,spice grains (food product),water removal process,formed as a result of,
264,21468,spice grains (food product),preservation by dehydration or drying,formed as a result of,
264,21472,spice grains (food product),flavoring or spice extract or concentrate added,has substance added,
264,21513,spice grains (food product),color added,has substance added,
266,1624,cocoa pulp,seed part,derives from,
272,21464,spice (whole),whole- natural shape,has quality,
272,18497,spice (whole),part of plant,derives from,
273,21458,skilfish (raw),solid,has quality,
273,21462,skilfish (raw),not heat-treated,has quality,
273,18205,skilfish (raw),skeletal meat part,derives from,
276,21464,turtle egg (raw),whole- natural shape,has quality,
276,21462,turtle egg (raw),not heat-treated,has quality,
276,21550,turtle egg (raw),egg,derives from,
277,2282,tit low hon tea (dry),divided into pieces,has quality,
277,21459,tit low hon tea (dry),partially heat-treated,has quality,
277,21482,tit low hon tea (dry),leaf,derives from,
277,21467,tit low hon tea (dry),water removal process,formed as a result of,
277,21551,tit low hon tea (dry),enzymatic modification process,formed as a result of,
277,21468,tit low hon tea (dry),preservation by dehydration or drying,formed as a result of,
279,21464,naranjilla (whole- raw),whole- natural shape,has quality,
279,21462,naranjilla (whole- raw),not heat-treated,has quality,
279,21473,naranjilla (whole- raw),fruit- peel present- core- pit or seed present,derives from,
280,21552,potato (french-fried- frozen),cut into long pieces,has quality,
280,21456,potato (french-fried- frozen),fully heat-treated,has quality,
280,10108,potato (french-fried- frozen),root- tuber or bulb- without peel,derives from,
280,19634,potato (french-fried- frozen),cooking with added fat or oil,formed as a result of,
280,21532,potato (french-fried- frozen),fat or oil coated,formed as a result of,
280,21476,potato (french-fried- frozen),preservation by freezing,formed as a result of,
281,2282,herring tidbit in sherry sauce,divided into pieces,has quality,
281,19022,herring tidbit in sherry sauce,skeletal meat part- without bone- without skin,derives from,
281,21492,herring tidbit in sherry sauce,alcoholated,formed as a result of,
281,21481,herring tidbit in sherry sauce,flavoring- spice or herb added,has substance added,
281,15477,herring tidbit in sherry sauce,packed in gravy or sauce,immersed in,
290,21463,cow milk (low sodium),liquid- low viscosity- with no visible particles,has quality,
290,21459,cow milk (low sodium),partially heat-treated,has quality,
290,21504,cow milk (low sodium),milk (mammary secretion),derives from,
290,21553,cow milk (low sodium),sodium removal process,formed as a result of,
290,21461,cow milk (low sodium),pasteurization by heating,formed as a result of,
290,15255,cow milk (low sodium),low sodium claim or use,has consumer,
291,9719,cream (raw),food (liquid),has quality,
291,21462,cream (raw),not heat-treated,has quality,
291,7673,cream (raw),cream food product,derives from,
294,21458,pork product (cured),solid,has quality,
294,18205,pork product (cured),skeletal meat part,derives from,
297,21456,mocha mix,fully heat-treated,has quality,
297,10224,mocha mix,formulated mix,has quality,
297,21465,mocha mix,seed- skin removed- germ present,derives from,
297,7886,mocha mix,microbial/enzymatic modification process,formed as a result of,
297,10001,mocha mix,curing or aging process,formed as a result of,
297,21529,mocha mix,spice or herb added,has substance added,
299,21458,apple bread,solid,has quality,
299,21456,apple bread,fully heat-treated,has quality,
299,21530,apple bread,seed- skin removed- germ removed (endosperm),derives from,
299,21477,apple bread,http://purl.obolibrary.org/obo/FOODON_03460147,has substance added,
300,21515,citrus and guarana beverage concentrate (artificially colored),liquid- low viscosity,has quality,
300,21473,citrus and guarana beverage concentrate (artificially colored),fruit- peel present- core- pit or seed present,derives from,
300,21467,citrus and guarana beverage concentrate (artificially colored),water removal process,formed as a result of,
300,21542,citrus and guarana beverage concentrate (artificially colored),flavoring- spice or herb added- natural,formed as a result of,
300,21513,citrus and guarana beverage concentrate (artificially colored),color added,has substance added,
303,2978,cheese (whipped),semisolid with smooth consistency,has quality,
303,21460,cheese (whipped),curd,derives from,
303,7886,cheese (whipped),microbial/enzymatic modification process,formed as a result of,
303,21554,cheese (whipped),food aeration by whipping,formed as a result of,
305,21463,pineapple juice (strained),liquid- low viscosity- with no visible particles,has quality,
305,21555,pineapple juice (strained),fruit- peel removed- core- pit or seed present,derives from,
309,21463,apple and carrot juice (food product),liquid- low viscosity- with no visible particles,has quality,
309,21473,apple and carrot juice (food product),fruit- peel present- core- pit or seed present,derives from,
309,9118,apple and carrot juice (food product),obsolete: vegetable added,has substance added,
311,21464,corn (dried),whole- natural shape,has quality,
311,21516,corn (dried),seed (anatomical part),derives from,
311,21467,corn (dried),water removal process,formed as a result of,
311,21468,corn (dried),preservation by dehydration or drying,formed as a result of,
